nohup: 忽略输入
2025-01-12 12:26:46.975748: I tensorflow/core/util/port.cc:110] oneDNN custom operations are on. You may see slightly different numerical results due to floating-point round-off errors from different computation orders. To turn them off, set the environment variable `TF_ENABLE_ONEDNN_OPTS=0`.
2025-01-12 12:26:47.027855: I tensorflow/core/platform/cpu_feature_guard.cc:182] This TensorFlow binary is optimized to use available CPU instructions in performance-critical operations.
To enable the following instructions: AVX2 AVX512F AVX512_VNNI FMA, in other operations, rebuild TensorFlow with the appropriate compiler flags.
2025-01-12 12:26:47.836925: W tensorflow/compiler/tf2tensorrt/utils/py_utils.cc:38] TF-TRT Warning: Could not find TensorRT
Namespace(add_num_times=2, alpha=0.4, anneal_cap=0.2, bert_mask_prob=0.3, best_metric='NDCG@10', block_num=2, cand_num=100, ch=True, context_window=2, dataset_path='data/KuaiRand/kuai.csv', decay_step=5, device='cpu', dilations=[1, 4], dropout=0.3, early_stop=True, embedding_size=32, epochs=100, eval=True, factor_num=128, gamma=0.5, hidden_size=128, hidden_size_list=[128, 128], init_method='default', is_mp=False, is_parallel=False, is_pretrain=1, item_min=10, k=20, kd=False, kernel_size=3, l2_emb=0.0, latent_dim=128, lifelong_eval=True, ll_max_itemnum=0, local_rank=None, loss_type='BPR', lr=0.0001, max_len=20, mess_dropout=0.1, metric_ks=[5, 20], model_name='ple', mtl_task_num=6, negsample_savefolder='./data/neg_data/', negsample_size=99, node_dropout=0.1, num_embedding=1, num_gpu=1, num_groups=4, num_heads=4, num_items=1, num_labels=1, num_ng=4, num_users=1, optimizer='default', pad_token=0, pretrain_path='', prun_rate=0, re_epochs=20, reg_1=0.0, reg_2=0.0, rho=0.5, sample='random', sample_method='high-pop', sample_ratio=0.3, save_path='./checkpoint/', seed=100, source_path='', target_path='', task=-1, task1_out=0, task2_out=0, task3_out=0, task4_out=0, task_name='mtl', task_num=4, temp=7, test_batch_size=4096, test_method='ufo', test_size=0.1, total_anneal_steps=1000, train_batch_size=4096, user_profile='gender', val_batch_size=4096, val_method='ufo', val_size=0.1111, valid_rate=100, weight_decay=0.0)
digit_columns: ['show_user_num', 'play_user_num', 'complete_play_user_num', 'valid_play_user_num'] to index
  0%|          | 0/4 [00:00<?, ?it/s] 25%|██▌       | 1/4 [00:00<00:00,  5.98it/s] 50%|█████     | 2/4 [00:00<00:00,  6.27it/s] 75%|███████▌  | 3/4 [00:00<00:00,  6.37it/s]100%|██████████| 4/4 [00:00<00:00,  6.45it/s]100%|██████████| 4/4 [00:00<00:00,  6.37it/s]
categorical_columns: ['user_id', 'video_id', 'follow_user_num_range', 'tab', 'fans_user_num_range', 'friend_user_num_range', 'author_id', 'video_type', 'music_type', 'show_user_num', 'play_user_num', 'complete_play_user_num', 'valid_play_user_num'] to index
  0%|          | 0/13 [00:00<?, ?it/s] 15%|█▌        | 2/13 [00:00<00:01,  9.58it/s] 23%|██▎       | 3/13 [00:00<00:01,  6.58it/s] 38%|███▊      | 5/13 [00:00<00:01,  7.47it/s] 46%|████▌     | 6/13 [00:00<00:01,  6.75it/s] 54%|█████▍    | 7/13 [00:01<00:00,  6.57it/s] 62%|██████▏   | 8/13 [00:01<00:00,  6.23it/s] 77%|███████▋  | 10/13 [00:01<00:00,  8.54it/s] 92%|█████████▏| 12/13 [00:01<00:00, 10.24it/s]100%|██████████| 13/13 [00:01<00:00,  8.53it/s]
0it [00:00, ?it/s]19it [00:00, 195.69it/s]
Epoch 1 train loss is 4.034, total scene, click auc is 0.621, like auc is 0.512, follow auc is 0.491, 5s auc is 0.637, 10s auc is 0.618, 18s auc is 0.606
Epoch 47 val loss is 2.278, total scene, click auc is 0.767, like auc is 0.805, follow auc is 0.822, 5s auc is 0.772, 10s auc is 0.771, 18s auc is 0.784
Epoch 47 val loss is 2.183, scene 1, click auc is 0.655, like auc is 0.754, follow auc is 0.832, 5s auc is 0.670, 10s auc is 0.676, 18s auc is 0.697
Epoch 47 val loss is 2.183, scene 2, click auc is 0.719, like auc is 0.795, follow auc is 0.819, 5s auc is 0.708, 10s auc is 0.722, 18s auc is 0.747
Epoch 47 val loss is 2.183, scene 3, click auc is 0.731, like auc is 0.792, follow auc is 0.727, 5s auc is 0.735, 10s auc is 0.750, 18s auc is 0.766
Epoch 47 val loss is 2.183, scene 4, click auc is 0.715, like auc is 0.760, follow auc is 0.784, 5s auc is 0.709, 10s auc is 0.718, 18s auc is 0.718
Epoch 48 train loss is 2.181, total scene, click auc is 0.792, like auc is 0.825, follow auc is 0.856, 5s auc is 0.796, 10s auc is 0.796, 18s auc is 0.808
Epoch 48 val loss is 2.276, total scene, click auc is 0.767, like auc is 0.806, follow auc is 0.819, 5s auc is 0.773, 10s auc is 0.771, 18s auc is 0.784
Epoch 48 val loss is 2.181, scene 1, click auc is 0.655, like auc is 0.753, follow auc is 0.646, 5s auc is 0.669, 10s auc is 0.675, 18s auc is 0.697
Epoch 48 val loss is 2.181, scene 2, click auc is 0.720, like auc is 0.796, follow auc is 0.814, 5s auc is 0.709, 10s auc is 0.722, 18s auc is 0.747
Epoch 48 val loss is 2.181, scene 3, click auc is 0.733, like auc is 0.794, follow auc is 0.730, 5s auc is 0.737, 10s auc is 0.751, 18s auc is 0.766
Epoch 48 val loss is 2.181, scene 4, click auc is 0.716, like auc is 0.763, follow auc is 0.826, 5s auc is 0.709, 10s auc is 0.718, 18s auc is 0.718
Epoch 49 train loss is 2.179, total scene, click auc is 0.792, like auc is 0.826, follow auc is 0.858, 5s auc is 0.796, 10s auc is 0.796, 18s auc is 0.808
Epoch 49 val loss is 2.278, total scene, click auc is 0.768, like auc is 0.807, follow auc is 0.819, 5s auc is 0.773, 10s auc is 0.771, 18s auc is 0.785
Epoch 49 val loss is 2.179, scene 1, click auc is 0.654, like auc is 0.751, follow auc is 0.772, 5s auc is 0.668, 10s auc is 0.674, 18s auc is 0.697
Epoch 49 val loss is 2.179, scene 2, click auc is 0.720, like auc is 0.797, follow auc is 0.812, 5s auc is 0.709, 10s auc is 0.723, 18s auc is 0.747
Epoch 49 val loss is 2.179, scene 3, click auc is 0.733, like auc is 0.800, follow auc is 0.736, 5s auc is 0.736, 10s auc is 0.750, 18s auc is 0.766
Epoch 49 val loss is 2.179, scene 4, click auc is 0.715, like auc is 0.761, follow auc is 0.800, 5s auc is 0.709, 10s auc is 0.718, 18s auc is 0.718
Epoch 50 train loss is 2.176, total scene, click auc is 0.793, like auc is 0.828, follow auc is 0.858, 5s auc is 0.797, 10s auc is 0.797, 18s auc is 0.809
Epoch 50 val loss is 2.277, total scene, click auc is 0.768, like auc is 0.809, follow auc is 0.819, 5s auc is 0.773, 10s auc is 0.771, 18s auc is 0.785
Epoch 50 val loss is 2.176, scene 1, click auc is 0.653, like auc is 0.755, follow auc is 0.822, 5s auc is 0.668, 10s auc is 0.675, 18s auc is 0.698
Epoch 50 val loss is 2.176, scene 2, click auc is 0.720, like auc is 0.800, follow auc is 0.814, 5s auc is 0.709, 10s auc is 0.723, 18s auc is 0.748
Epoch 50 val loss is 2.176, scene 3, click auc is 0.733, like auc is 0.801, follow auc is 0.730, 5s auc is 0.736, 10s auc is 0.751, 18s auc is 0.767
Epoch 50 val loss is 2.176, scene 4, click auc is 0.716, like auc is 0.764, follow auc is 0.799, 5s auc is 0.709, 10s auc is 0.719, 18s auc is 0.719
Epoch 51 train loss is 2.174, total scene, click auc is 0.793, like auc is 0.829, follow auc is 0.858, 5s auc is 0.797, 10s auc is 0.797, 18s auc is 0.809
Epoch 51 val loss is 2.276, total scene, click auc is 0.768, like auc is 0.810, follow auc is 0.815, 5s auc is 0.773, 10s auc is 0.771, 18s auc is 0.785
Epoch 51 val loss is 2.174, scene 1, click auc is 0.655, like auc is 0.759, follow auc is 0.672, 5s auc is 0.671, 10s auc is 0.677, 18s auc is 0.699
Epoch 51 val loss is 2.174, scene 2, click auc is 0.720, like auc is 0.801, follow auc is 0.812, 5s auc is 0.709, 10s auc is 0.723, 18s auc is 0.748
Epoch 51 val loss is 2.174, scene 3, click auc is 0.732, like auc is 0.800, follow auc is 0.726, 5s auc is 0.736, 10s auc is 0.749, 18s auc is 0.766
Epoch 51 val loss is 2.174, scene 4, click auc is 0.715, like auc is 0.765, follow auc is 0.780, 5s auc is 0.709, 10s auc is 0.718, 18s auc is 0.718
Epoch 52 train loss is 2.172, total scene, click auc is 0.794, like auc is 0.830, follow auc is 0.860, 5s auc is 0.798, 10s auc is 0.798, 18s auc is 0.809
Epoch 52 val loss is 2.275, total scene, click auc is 0.768, like auc is 0.812, follow auc is 0.820, 5s auc is 0.774, 10s auc is 0.772, 18s auc is 0.785
Epoch 52 val loss is 2.172, scene 1, click auc is 0.655, like auc is 0.757, follow auc is 0.630, 5s auc is 0.670, 10s auc is 0.675, 18s auc is 0.697
Epoch 52 val loss is 2.172, scene 2, click auc is 0.721, like auc is 0.802, follow auc is 0.818, 5s auc is 0.710, 10s auc is 0.723, 18s auc is 0.748
Epoch 52 val loss is 2.172, scene 3, click auc is 0.734, like auc is 0.804, follow auc is 0.740, 5s auc is 0.737, 10s auc is 0.751, 18s auc is 0.767
Epoch 52 val loss is 2.172, scene 4, click auc is 0.717, like auc is 0.768, follow auc is 0.789, 5s auc is 0.710, 10s auc is 0.720, 18s auc is 0.720
Epoch 53 train loss is 2.170, total scene, click auc is 0.794, like auc is 0.832, follow auc is 0.862, 5s auc is 0.798, 10s auc is 0.798, 18s auc is 0.810
Epoch 53 val loss is 2.275, total scene, click auc is 0.768, like auc is 0.811, follow auc is 0.824, 5s auc is 0.774, 10s auc is 0.771, 18s auc is 0.785
Epoch 53 val loss is 2.170, scene 1, click auc is 0.656, like auc is 0.752, follow auc is 0.632, 5s auc is 0.671, 10s auc is 0.677, 18s auc is 0.699
Epoch 53 val loss is 2.170, scene 2, click auc is 0.721, like auc is 0.802, follow auc is 0.821, 5s auc is 0.710, 10s auc is 0.723, 18s auc is 0.748
Epoch 53 val loss is 2.170, scene 3, click auc is 0.733, like auc is 0.803, follow auc is 0.746, 5s auc is 0.737, 10s auc is 0.750, 18s auc is 0.767
Epoch 53 val loss is 2.170, scene 4, click auc is 0.717, like auc is 0.767, follow auc is 0.804, 5s auc is 0.710, 10s auc is 0.720, 18s auc is 0.720
Epoch 54 train loss is 2.169, total scene, click auc is 0.795, like auc is 0.833, follow auc is 0.863, 5s auc is 0.799, 10s auc is 0.798, 18s auc is 0.810
Epoch 54 val loss is 2.277, total scene, click auc is 0.768, like auc is 0.814, follow auc is 0.825, 5s auc is 0.774, 10s auc is 0.772, 18s auc is 0.786
Epoch 54 val loss is 2.169, scene 1, click auc is 0.656, like auc is 0.758, follow auc is 0.688, 5s auc is 0.671, 10s auc is 0.676, 18s auc is 0.698
Epoch 54 val loss is 2.169, scene 2, click auc is 0.721, like auc is 0.805, follow auc is 0.822, 5s auc is 0.710, 10s auc is 0.724, 18s auc is 0.749
Epoch 54 val loss is 2.169, scene 3, click auc is 0.733, like auc is 0.806, follow auc is 0.756, 5s auc is 0.737, 10s auc is 0.752, 18s auc is 0.767
Epoch 54 val loss is 2.169, scene 4, click auc is 0.717, like auc is 0.772, follow auc is 0.798, 5s auc is 0.710, 10s auc is 0.720, 18s auc is 0.720
Epoch 55 train loss is 2.168, total scene, click auc is 0.795, like auc is 0.834, follow auc is 0.861, 5s auc is 0.799, 10s auc is 0.799, 18s auc is 0.810
Epoch 55 val loss is 2.274, total scene, click auc is 0.769, like auc is 0.813, follow auc is 0.821, 5s auc is 0.774, 10s auc is 0.772, 18s auc is 0.786
Epoch 55 val loss is 2.168, scene 1, click auc is 0.656, like auc is 0.755, follow auc is 0.626, 5s auc is 0.671, 10s auc is 0.677, 18s auc is 0.700
Epoch 55 val loss is 2.168, scene 2, click auc is 0.721, like auc is 0.804, follow auc is 0.817, 5s auc is 0.710, 10s auc is 0.724, 18s auc is 0.749
Epoch 55 val loss is 2.168, scene 3, click auc is 0.734, like auc is 0.803, follow auc is 0.752, 5s auc is 0.737, 10s auc is 0.751, 18s auc is 0.768
Epoch 55 val loss is 2.168, scene 4, click auc is 0.717, like auc is 0.771, follow auc is 0.793, 5s auc is 0.710, 10s auc is 0.720, 18s auc is 0.720
Epoch 56 train loss is 2.166, total scene, click auc is 0.795, like auc is 0.836, follow auc is 0.862, 5s auc is 0.799, 10s auc is 0.799, 18s auc is 0.811
Epoch 56 val loss is 2.272, total scene, click auc is 0.769, like auc is 0.817, follow auc is 0.825, 5s auc is 0.774, 10s auc is 0.772, 18s auc is 0.786
Epoch 56 val loss is 2.166, scene 1, click auc is 0.657, like auc is 0.758, follow auc is 0.762, 5s auc is 0.671, 10s auc is 0.678, 18s auc is 0.700
Epoch 56 val loss is 2.166, scene 2, click auc is 0.721, like auc is 0.808, follow auc is 0.821, 5s auc is 0.710, 10s auc is 0.724, 18s auc is 0.749
Epoch 56 val loss is 2.166, scene 3, click auc is 0.733, like auc is 0.806, follow auc is 0.743, 5s auc is 0.737, 10s auc is 0.751, 18s auc is 0.768
Epoch 56 val loss is 2.166, scene 4, click auc is 0.717, like auc is 0.776, follow auc is 0.788, 5s auc is 0.711, 10s auc is 0.720, 18s auc is 0.720
Epoch 57 train loss is 2.164, total scene, click auc is 0.796, like auc is 0.837, follow auc is 0.865, 5s auc is 0.800, 10s auc is 0.799, 18s auc is 0.811
Epoch 57 val loss is 2.274, total scene, click auc is 0.769, like auc is 0.816, follow auc is 0.828, 5s auc is 0.774, 10s auc is 0.772, 18s auc is 0.786
Epoch 57 val loss is 2.164, scene 1, click auc is 0.657, like auc is 0.757, follow auc is 0.637, 5s auc is 0.672, 10s auc is 0.678, 18s auc is 0.699
Epoch 57 val loss is 2.164, scene 2, click auc is 0.721, like auc is 0.807, follow auc is 0.827, 5s auc is 0.710, 10s auc is 0.724, 18s auc is 0.749
Epoch 57 val loss is 2.164, scene 3, click auc is 0.734, like auc is 0.805, follow auc is 0.766, 5s auc is 0.736, 10s auc is 0.751, 18s auc is 0.767
Epoch 57 val loss is 2.164, scene 4, click auc is 0.718, like auc is 0.772, follow auc is 0.765, 5s auc is 0.710, 10s auc is 0.720, 18s auc is 0.720
Epoch 58 train loss is 2.162, total scene, click auc is 0.796, like auc is 0.838, follow auc is 0.866, 5s auc is 0.800, 10s auc is 0.800, 18s auc is 0.811
Epoch 58 val loss is 2.274, total scene, click auc is 0.769, like auc is 0.817, follow auc is 0.820, 5s auc is 0.775, 10s auc is 0.772, 18s auc is 0.786
Epoch 58 val loss is 2.162, scene 1, click auc is 0.658, like auc is 0.760, follow auc is 0.594, 5s auc is 0.673, 10s auc is 0.679, 18s auc is 0.702
Epoch 58 val loss is 2.162, scene 2, click auc is 0.722, like auc is 0.809, follow auc is 0.817, 5s auc is 0.711, 10s auc is 0.724, 18s auc is 0.749
Epoch 58 val loss is 2.162, scene 3, click auc is 0.734, like auc is 0.807, follow auc is 0.759, 5s auc is 0.737, 10s auc is 0.751, 18s auc is 0.767
Epoch 58 val loss is 2.162, scene 4, click auc is 0.718, like auc is 0.778, follow auc is 0.778, 5s auc is 0.711, 10s auc is 0.721, 18s auc is 0.721
Epoch 59 train loss is 2.161, total scene, click auc is 0.796, like auc is 0.840, follow auc is 0.866, 5s auc is 0.800, 10s auc is 0.800, 18s auc is 0.812
Epoch 59 val loss is 2.276, total scene, click auc is 0.768, like auc is 0.819, follow auc is 0.821, 5s auc is 0.774, 10s auc is 0.772, 18s auc is 0.786
Epoch 59 val loss is 2.161, scene 1, click auc is 0.658, like auc is 0.761, follow auc is 0.626, 5s auc is 0.672, 10s auc is 0.678, 18s auc is 0.700
Epoch 59 val loss is 2.161, scene 2, click auc is 0.721, like auc is 0.810, follow auc is 0.817, 5s auc is 0.710, 10s auc is 0.724, 18s auc is 0.749
Epoch 59 val loss is 2.161, scene 3, click auc is 0.732, like auc is 0.809, follow auc is 0.752, 5s auc is 0.735, 10s auc is 0.750, 18s auc is 0.767
Epoch 59 val loss is 2.161, scene 4, click auc is 0.718, like auc is 0.777, follow auc is 0.785, 5s auc is 0.711, 10s auc is 0.721, 18s auc is 0.721
Epoch 60 train loss is 2.160, total scene, click auc is 0.796, like auc is 0.841, follow auc is 0.867, 5s auc is 0.800, 10s auc is 0.800, 18s auc is 0.812
Epoch 60 val loss is 2.273, total scene, click auc is 0.769, like auc is 0.820, follow auc is 0.811, 5s auc is 0.774, 10s auc is 0.772, 18s auc is 0.786
Epoch 60 val loss is 2.160, scene 1, click auc is 0.657, like auc is 0.759, follow auc is 0.646, 5s auc is 0.672, 10s auc is 0.678, 18s auc is 0.701
Epoch 60 val loss is 2.160, scene 2, click auc is 0.722, like auc is 0.811, follow auc is 0.808, 5s auc is 0.711, 10s auc is 0.725, 18s auc is 0.750
Epoch 60 val loss is 2.160, scene 3, click auc is 0.734, like auc is 0.811, follow auc is 0.744, 5s auc is 0.737, 10s auc is 0.751, 18s auc is 0.767
Epoch 60 val loss is 2.160, scene 4, click auc is 0.718, like auc is 0.780, follow auc is 0.761, 5s auc is 0.711, 10s auc is 0.721, 18s auc is 0.721
Epoch 61 train loss is 2.158, total scene, click auc is 0.797, like auc is 0.842, follow auc is 0.867, 5s auc is 0.801, 10s auc is 0.800, 18s auc is 0.812
Epoch 61 val loss is 2.274, total scene, click auc is 0.769, like auc is 0.820, follow auc is 0.820, 5s auc is 0.775, 10s auc is 0.773, 18s auc is 0.786
Epoch 61 val loss is 2.158, scene 1, click auc is 0.658, like auc is 0.763, follow auc is 0.785, 5s auc is 0.673, 10s auc is 0.677, 18s auc is 0.701
Epoch 61 val loss is 2.158, scene 2, click auc is 0.722, like auc is 0.812, follow auc is 0.816, 5s auc is 0.711, 10s auc is 0.725, 18s auc is 0.750
Epoch 61 val loss is 2.158, scene 3, click auc is 0.734, like auc is 0.810, follow auc is 0.749, 5s auc is 0.736, 10s auc is 0.751, 18s auc is 0.767
Epoch 61 val loss is 2.158, scene 4, click auc is 0.718, like auc is 0.781, follow auc is 0.804, 5s auc is 0.712, 10s auc is 0.721, 18s auc is 0.721
Epoch 62 train loss is 2.157, total scene, click auc is 0.797, like auc is 0.843, follow auc is 0.866, 5s auc is 0.801, 10s auc is 0.801, 18s auc is 0.813
Epoch 62 val loss is 2.272, total scene, click auc is 0.769, like auc is 0.821, follow auc is 0.817, 5s auc is 0.775, 10s auc is 0.773, 18s auc is 0.787
Epoch 62 val loss is 2.157, scene 1, click auc is 0.657, like auc is 0.759, follow auc is 0.551, 5s auc is 0.671, 10s auc is 0.677, 18s auc is 0.700
Epoch 62 val loss is 2.157, scene 2, click auc is 0.723, like auc is 0.813, follow auc is 0.812, 5s auc is 0.712, 10s auc is 0.725, 18s auc is 0.750
Epoch 62 val loss is 2.157, scene 3, click auc is 0.733, like auc is 0.813, follow auc is 0.759, 5s auc is 0.737, 10s auc is 0.751, 18s auc is 0.767
Epoch 62 val loss is 2.157, scene 4, click auc is 0.718, like auc is 0.780, follow auc is 0.790, 5s auc is 0.712, 10s auc is 0.721, 18s auc is 0.721
Epoch 63 train loss is 2.155, total scene, click auc is 0.797, like auc is 0.844, follow auc is 0.869, 5s auc is 0.801, 10s auc is 0.801, 18s auc is 0.813
Epoch 63 val loss is 2.271, total scene, click auc is 0.769, like auc is 0.822, follow auc is 0.824, 5s auc is 0.775, 10s auc is 0.773, 18s auc is 0.787
Epoch 63 val loss is 2.155, scene 1, click auc is 0.657, like auc is 0.761, follow auc is 0.670, 5s auc is 0.673, 10s auc is 0.677, 18s auc is 0.700
Epoch 63 val loss is 2.155, scene 2, click auc is 0.722, like auc is 0.814, follow auc is 0.821, 5s auc is 0.711, 10s auc is 0.725, 18s auc is 0.750
Epoch 63 val loss is 2.155, scene 3, click auc is 0.734, like auc is 0.810, follow auc is 0.759, 5s auc is 0.737, 10s auc is 0.751, 18s auc is 0.767
Epoch 63 val loss is 2.155, scene 4, click auc is 0.718, like auc is 0.786, follow auc is 0.786, 5s auc is 0.712, 10s auc is 0.721, 18s auc is 0.721
Epoch 64 train loss is 2.154, total scene, click auc is 0.798, like auc is 0.845, follow auc is 0.868, 5s auc is 0.801, 10s auc is 0.801, 18s auc is 0.813
Epoch 64 val loss is 2.273, total scene, click auc is 0.769, like auc is 0.824, follow auc is 0.823, 5s auc is 0.775, 10s auc is 0.773, 18s auc is 0.787
Epoch 64 val loss is 2.154, scene 1, click auc is 0.659, like auc is 0.766, follow auc is 0.742, 5s auc is 0.674, 10s auc is 0.678, 18s auc is 0.700
Epoch 64 val loss is 2.154, scene 2, click auc is 0.722, like auc is 0.816, follow auc is 0.819, 5s auc is 0.712, 10s auc is 0.725, 18s auc is 0.750
Epoch 64 val loss is 2.154, scene 3, click auc is 0.734, like auc is 0.811, follow auc is 0.754, 5s auc is 0.737, 10s auc is 0.751, 18s auc is 0.767
Epoch 64 val loss is 2.154, scene 4, click auc is 0.719, like auc is 0.786, follow auc is 0.790, 5s auc is 0.712, 10s auc is 0.721, 18s auc is 0.721
Epoch 65 train loss is 2.153, total scene, click auc is 0.798, like auc is 0.847, follow auc is 0.867, 5s auc is 0.802, 10s auc is 0.801, 18s auc is 0.813
Epoch 65 val loss is 2.274, total scene, click auc is 0.769, like auc is 0.825, follow auc is 0.824, 5s auc is 0.775, 10s auc is 0.773, 18s auc is 0.787
Epoch 65 val loss is 2.153, scene 1, click auc is 0.659, like auc is 0.767, follow auc is 0.775, 5s auc is 0.674, 10s auc is 0.679, 18s auc is 0.699
Epoch 65 val loss is 2.153, scene 2, click auc is 0.722, like auc is 0.817, follow auc is 0.821, 5s auc is 0.711, 10s auc is 0.725, 18s auc is 0.750
Epoch 65 val loss is 2.153, scene 3, click auc is 0.733, like auc is 0.810, follow auc is 0.750, 5s auc is 0.736, 10s auc is 0.750, 18s auc is 0.767
Epoch 65 val loss is 2.153, scene 4, click auc is 0.719, like auc is 0.787, follow auc is 0.793, 5s auc is 0.712, 10s auc is 0.721, 18s auc is 0.721
Epoch 66 train loss is 2.151, total scene, click auc is 0.798, like auc is 0.848, follow auc is 0.868, 5s auc is 0.802, 10s auc is 0.802, 18s auc is 0.814
Epoch 66 val loss is 2.272, total scene, click auc is 0.769, like auc is 0.825, follow auc is 0.822, 5s auc is 0.775, 10s auc is 0.772, 18s auc is 0.786
Epoch 66 val loss is 2.151, scene 1, click auc is 0.658, like auc is 0.763, follow auc is 0.656, 5s auc is 0.673, 10s auc is 0.678, 18s auc is 0.701
Epoch 66 val loss is 2.151, scene 2, click auc is 0.722, like auc is 0.818, follow auc is 0.817, 5s auc is 0.712, 10s auc is 0.724, 18s auc is 0.750
Epoch 66 val loss is 2.151, scene 3, click auc is 0.733, like auc is 0.810, follow auc is 0.761, 5s auc is 0.737, 10s auc is 0.751, 18s auc is 0.767
Epoch 66 val loss is 2.151, scene 4, click auc is 0.718, like auc is 0.788, follow auc is 0.802, 5s auc is 0.712, 10s auc is 0.721, 18s auc is 0.721
Epoch 67 train loss is 2.151, total scene, click auc is 0.798, like auc is 0.849, follow auc is 0.870, 5s auc is 0.802, 10s auc is 0.802, 18s auc is 0.814
Epoch 67 val loss is 2.272, total scene, click auc is 0.769, like auc is 0.825, follow auc is 0.825, 5s auc is 0.775, 10s auc is 0.773, 18s auc is 0.787
Epoch 67 val loss is 2.151, scene 1, click auc is 0.658, like auc is 0.760, follow auc is 0.661, 5s auc is 0.673, 10s auc is 0.678, 18s auc is 0.702
Epoch 67 val loss is 2.151, scene 2, click auc is 0.723, like auc is 0.817, follow auc is 0.822, 5s auc is 0.712, 10s auc is 0.725, 18s auc is 0.750
Epoch 67 val loss is 2.151, scene 3, click auc is 0.735, like auc is 0.815, follow auc is 0.756, 5s auc is 0.738, 10s auc is 0.752, 18s auc is 0.768
Epoch 67 val loss is 2.151, scene 4, click auc is 0.719, like auc is 0.787, follow auc is 0.792, 5s auc is 0.712, 10s auc is 0.721, 18s auc is 0.721
Epoch 68 train loss is 2.150, total scene, click auc is 0.798, like auc is 0.850, follow auc is 0.872, 5s auc is 0.802, 10s auc is 0.802, 18s auc is 0.814
Epoch 68 val loss is 2.272, total scene, click auc is 0.769, like auc is 0.826, follow auc is 0.817, 5s auc is 0.775, 10s auc is 0.773, 18s auc is 0.787
Epoch 68 val loss is 2.150, scene 1, click auc is 0.659, like auc is 0.764, follow auc is 0.644, 5s auc is 0.674, 10s auc is 0.679, 18s auc is 0.701
Epoch 68 val loss is 2.150, scene 2, click auc is 0.723, like auc is 0.819, follow auc is 0.813, 5s auc is 0.712, 10s auc is 0.725, 18s auc is 0.751
Epoch 68 val loss is 2.150, scene 3, click auc is 0.733, like auc is 0.817, follow auc is 0.753, 5s auc is 0.736, 10s auc is 0.751, 18s auc is 0.767
Epoch 68 val loss is 2.150, scene 4, click auc is 0.719, like auc is 0.789, follow auc is 0.781, 5s auc is 0.712, 10s auc is 0.721, 18s auc is 0.721
Epoch 69 train loss is 2.149, total scene, click auc is 0.799, like auc is 0.851, follow auc is 0.872, 5s auc is 0.802, 10s auc is 0.802, 18s auc is 0.814
Epoch 69 val loss is 2.275, total scene, click auc is 0.770, like auc is 0.826, follow auc is 0.824, 5s auc is 0.775, 10s auc is 0.773, 18s auc is 0.787
Epoch 69 val loss is 2.149, scene 1, click auc is 0.658, like auc is 0.762, follow auc is 0.630, 5s auc is 0.673, 10s auc is 0.678, 18s auc is 0.701
Epoch 69 val loss is 2.149, scene 2, click auc is 0.723, like auc is 0.818, follow auc is 0.819, 5s auc is 0.712, 10s auc is 0.725, 18s auc is 0.750
Epoch 69 val loss is 2.149, scene 3, click auc is 0.734, like auc is 0.816, follow auc is 0.764, 5s auc is 0.737, 10s auc is 0.750, 18s auc is 0.767
Epoch 69 val loss is 2.149, scene 4, click auc is 0.719, like auc is 0.791, follow auc is 0.795, 5s auc is 0.712, 10s auc is 0.721, 18s auc is 0.721
Epoch 70 train loss is 2.147, total scene, click auc is 0.799, like auc is 0.853, follow auc is 0.872, 5s auc is 0.803, 10s auc is 0.802, 18s auc is 0.814
Epoch 70 val loss is 2.271, total scene, click auc is 0.769, like auc is 0.827, follow auc is 0.818, 5s auc is 0.775, 10s auc is 0.773, 18s auc is 0.787
Epoch 70 val loss is 2.147, scene 1, click auc is 0.658, like auc is 0.764, follow auc is 0.563, 5s auc is 0.673, 10s auc is 0.678, 18s auc is 0.701
Epoch 70 val loss is 2.147, scene 2, click auc is 0.723, like auc is 0.819, follow auc is 0.813, 5s auc is 0.712, 10s auc is 0.725, 18s auc is 0.751
Epoch 70 val loss is 2.147, scene 3, click auc is 0.734, like auc is 0.813, follow auc is 0.762, 5s auc is 0.737, 10s auc is 0.751, 18s auc is 0.768
Epoch 70 val loss is 2.147, scene 4, click auc is 0.719, like auc is 0.791, follow auc is 0.796, 5s auc is 0.713, 10s auc is 0.722, 18s auc is 0.722
Epoch 71 train loss is 2.146, total scene, click auc is 0.799, like auc is 0.853, follow auc is 0.873, 5s auc is 0.803, 10s auc is 0.803, 18s auc is 0.814
Epoch 71 val loss is 2.273, total scene, click auc is 0.770, like auc is 0.829, follow auc is 0.822, 5s auc is 0.775, 10s auc is 0.773, 18s auc is 0.787
Epoch 71 val loss is 2.146, scene 1, click auc is 0.659, like auc is 0.762, follow auc is 0.632, 5s auc is 0.674, 10s auc is 0.678, 18s auc is 0.702
Epoch 71 val loss is 2.146, scene 2, click auc is 0.723, like auc is 0.822, follow auc is 0.818, 5s auc is 0.712, 10s auc is 0.725, 18s auc is 0.751
Epoch 71 val loss is 2.146, scene 3, click auc is 0.733, like auc is 0.818, follow auc is 0.760, 5s auc is 0.737, 10s auc is 0.750, 18s auc is 0.767
Epoch 71 val loss is 2.146, scene 4, click auc is 0.719, like auc is 0.792, follow auc is 0.800, 5s auc is 0.712, 10s auc is 0.721, 18s auc is 0.721
