nohup: 忽略输入
2025-01-12 12:26:25.049692: I tensorflow/core/util/port.cc:110] oneDNN custom operations are on. You may see slightly different numerical results due to floating-point round-off errors from different computation orders. To turn them off, set the environment variable `TF_ENABLE_ONEDNN_OPTS=0`.
2025-01-12 12:26:25.099338: I tensorflow/core/platform/cpu_feature_guard.cc:182] This TensorFlow binary is optimized to use available CPU instructions in performance-critical operations.
To enable the following instructions: AVX2 AVX512F AVX512_VNNI FMA, in other operations, rebuild TensorFlow with the appropriate compiler flags.
2025-01-12 12:26:25.860171: W tensorflow/compiler/tf2tensorrt/utils/py_utils.cc:38] TF-TRT Warning: Could not find TensorRT
Namespace(add_num_times=2, alpha=0.4, anneal_cap=0.2, bert_mask_prob=0.3, best_metric='NDCG@10', block_num=2, cand_num=100, ch=True, context_window=2, dataset_path='data/KuaiRand/kuai.csv', decay_step=5, device='cpu', dilations=[1, 4], dropout=0.3, early_stop=True, embedding_size=32, epochs=100, eval=True, factor_num=128, gamma=0.5, hidden_size=128, hidden_size_list=[128, 128], init_method='default', is_mp=False, is_parallel=False, is_pretrain=1, item_min=10, k=20, kd=False, kernel_size=3, l2_emb=0.0, latent_dim=128, lifelong_eval=True, ll_max_itemnum=0, local_rank=None, loss_type='BPR', lr=0.0001, max_len=20, mess_dropout=0.1, metric_ks=[5, 20], model_name='mmoe', mtl_task_num=6, negsample_savefolder='./data/neg_data/', negsample_size=99, node_dropout=0.1, num_embedding=1, num_gpu=1, num_groups=4, num_heads=4, num_items=1, num_labels=1, num_ng=4, num_users=1, optimizer='default', pad_token=0, pretrain_path='', prun_rate=0, re_epochs=20, reg_1=0.0, reg_2=0.0, rho=0.5, sample='random', sample_method='high-pop', sample_ratio=0.3, save_path='./checkpoint/', seed=100, source_path='', target_path='', task=-1, task1_out=0, task2_out=0, task3_out=0, task4_out=0, task_name='mtl', task_num=4, temp=7, test_batch_size=4096, test_method='ufo', test_size=0.1, total_anneal_steps=1000, train_batch_size=4096, user_profile='gender', val_batch_size=4096, val_method='ufo', val_size=0.1111, valid_rate=100, weight_decay=0.0)
digit_columns: ['show_user_num', 'play_user_num', 'complete_play_user_num', 'valid_play_user_num'] to index
  0%|          | 0/4 [00:00<?, ?it/s] 25%|██▌       | 1/4 [00:00<00:00,  6.15it/s] 50%|█████     | 2/4 [00:00<00:00,  6.27it/s] 75%|███████▌  | 3/4 [00:00<00:00,  6.43it/s]100%|██████████| 4/4 [00:00<00:00,  6.55it/s]100%|██████████| 4/4 [00:00<00:00,  6.46it/s]
categorical_columns: ['user_id', 'video_id', 'follow_user_num_range', 'tab', 'fans_user_num_range', 'friend_user_num_range', 'author_id', 'video_type', 'music_type', 'show_user_num', 'play_user_num', 'complete_play_user_num', 'valid_play_user_num'] to index
  0%|          | 0/13 [00:00<?, ?it/s] 15%|█▌        | 2/13 [00:00<00:01, 10.26it/s] 31%|███       | 4/13 [00:00<00:01,  8.52it/s] 38%|███▊      | 5/13 [00:00<00:01,  7.17it/s] 46%|████▌     | 6/13 [00:00<00:01,  6.60it/s] 54%|█████▍    | 7/13 [00:00<00:00,  6.68it/s] 62%|██████▏   | 8/13 [00:01<00:00,  6.21it/s] 77%|███████▋  | 10/13 [00:01<00:00,  8.54it/s] 92%|█████████▏| 12/13 [00:01<00:00, 10.35it/s]100%|██████████| 13/13 [00:01<00:00,  8.72it/s]
0it [00:00, ?it/s]19it [00:00, 199.36it/s]
Epoch 1 train loss is 4.179, total scene, click auc is 0.586, like auc is 0.502, follow auc is 0.504, 5s auc is 0.592, 10s auc is 0.575, 18s auc is 0.565
Epoch 47 val loss is 2.380, total scene, click auc is 0.735, like auc is 0.711, follow auc is 0.748, 5s auc is 0.742, 10s auc is 0.740, 18s auc is 0.750
Epoch 47 val loss is 2.333, scene 1, click auc is 0.596, like auc is 0.596, follow auc is 0.528, 5s auc is 0.612, 10s auc is 0.630, 18s auc is 0.657
Epoch 47 val loss is 2.333, scene 2, click auc is 0.678, like auc is 0.689, follow auc is 0.726, 5s auc is 0.668, 10s auc is 0.684, 18s auc is 0.705
Epoch 47 val loss is 2.333, scene 3, click auc is 0.685, like auc is 0.683, follow auc is 0.699, 5s auc is 0.686, 10s auc is 0.696, 18s auc is 0.713
Epoch 47 val loss is 2.333, scene 4, click auc is 0.662, like auc is 0.676, follow auc is 0.731, 5s auc is 0.657, 10s auc is 0.668, 18s auc is 0.668
Epoch 48 train loss is 2.329, total scene, click auc is 0.752, like auc is 0.736, follow auc is 0.778, 5s auc is 0.757, 10s auc is 0.757, 18s auc is 0.769
Epoch 48 val loss is 2.377, total scene, click auc is 0.737, like auc is 0.713, follow auc is 0.749, 5s auc is 0.743, 10s auc is 0.741, 18s auc is 0.751
Epoch 48 val loss is 2.329, scene 1, click auc is 0.599, like auc is 0.595, follow auc is 0.514, 5s auc is 0.614, 10s auc is 0.631, 18s auc is 0.658
Epoch 48 val loss is 2.329, scene 2, click auc is 0.679, like auc is 0.691, follow auc is 0.727, 5s auc is 0.669, 10s auc is 0.685, 18s auc is 0.706
Epoch 48 val loss is 2.329, scene 3, click auc is 0.686, like auc is 0.685, follow auc is 0.702, 5s auc is 0.688, 10s auc is 0.697, 18s auc is 0.714
Epoch 48 val loss is 2.329, scene 4, click auc is 0.664, like auc is 0.678, follow auc is 0.736, 5s auc is 0.659, 10s auc is 0.670, 18s auc is 0.670
Epoch 49 train loss is 2.324, total scene, click auc is 0.753, like auc is 0.737, follow auc is 0.780, 5s auc is 0.759, 10s auc is 0.759, 18s auc is 0.770
Epoch 49 val loss is 2.373, total scene, click auc is 0.738, like auc is 0.714, follow auc is 0.753, 5s auc is 0.744, 10s auc is 0.742, 18s auc is 0.752
Epoch 49 val loss is 2.324, scene 1, click auc is 0.600, like auc is 0.600, follow auc is 0.593, 5s auc is 0.617, 10s auc is 0.634, 18s auc is 0.659
Epoch 49 val loss is 2.324, scene 2, click auc is 0.681, like auc is 0.692, follow auc is 0.730, 5s auc is 0.671, 10s auc is 0.687, 18s auc is 0.708
Epoch 49 val loss is 2.324, scene 3, click auc is 0.688, like auc is 0.688, follow auc is 0.701, 5s auc is 0.690, 10s auc is 0.700, 18s auc is 0.716
Epoch 49 val loss is 2.324, scene 4, click auc is 0.666, like auc is 0.673, follow auc is 0.762, 5s auc is 0.660, 10s auc is 0.672, 18s auc is 0.672
Epoch 50 train loss is 2.320, total scene, click auc is 0.755, like auc is 0.739, follow auc is 0.781, 5s auc is 0.760, 10s auc is 0.760, 18s auc is 0.771
Epoch 50 val loss is 2.371, total scene, click auc is 0.739, like auc is 0.715, follow auc is 0.753, 5s auc is 0.745, 10s auc is 0.744, 18s auc is 0.753
Epoch 50 val loss is 2.320, scene 1, click auc is 0.603, like auc is 0.601, follow auc is 0.579, 5s auc is 0.619, 10s auc is 0.635, 18s auc is 0.662
Epoch 50 val loss is 2.320, scene 2, click auc is 0.682, like auc is 0.694, follow auc is 0.732, 5s auc is 0.672, 10s auc is 0.688, 18s auc is 0.709
Epoch 50 val loss is 2.320, scene 3, click auc is 0.690, like auc is 0.689, follow auc is 0.704, 5s auc is 0.691, 10s auc is 0.702, 18s auc is 0.718
Epoch 50 val loss is 2.320, scene 4, click auc is 0.668, like auc is 0.677, follow auc is 0.746, 5s auc is 0.662, 10s auc is 0.674, 18s auc is 0.674
Epoch 51 train loss is 2.316, total scene, click auc is 0.756, like auc is 0.740, follow auc is 0.784, 5s auc is 0.762, 10s auc is 0.761, 18s auc is 0.772
Epoch 51 val loss is 2.368, total scene, click auc is 0.740, like auc is 0.717, follow auc is 0.750, 5s auc is 0.746, 10s auc is 0.744, 18s auc is 0.754
Epoch 51 val loss is 2.316, scene 1, click auc is 0.604, like auc is 0.601, follow auc is 0.571, 5s auc is 0.621, 10s auc is 0.638, 18s auc is 0.663
Epoch 51 val loss is 2.316, scene 2, click auc is 0.684, like auc is 0.695, follow auc is 0.725, 5s auc is 0.674, 10s auc is 0.689, 18s auc is 0.710
Epoch 51 val loss is 2.316, scene 3, click auc is 0.691, like auc is 0.693, follow auc is 0.716, 5s auc is 0.692, 10s auc is 0.703, 18s auc is 0.718
Epoch 51 val loss is 2.316, scene 4, click auc is 0.669, like auc is 0.679, follow auc is 0.765, 5s auc is 0.664, 10s auc is 0.675, 18s auc is 0.675
Epoch 52 train loss is 2.312, total scene, click auc is 0.757, like auc is 0.742, follow auc is 0.785, 5s auc is 0.763, 10s auc is 0.762, 18s auc is 0.774
Epoch 52 val loss is 2.365, total scene, click auc is 0.741, like auc is 0.718, follow auc is 0.754, 5s auc is 0.747, 10s auc is 0.745, 18s auc is 0.755
Epoch 52 val loss is 2.312, scene 1, click auc is 0.606, like auc is 0.605, follow auc is 0.588, 5s auc is 0.623, 10s auc is 0.640, 18s auc is 0.665
Epoch 52 val loss is 2.312, scene 2, click auc is 0.685, like auc is 0.697, follow auc is 0.730, 5s auc is 0.675, 10s auc is 0.691, 18s auc is 0.712
Epoch 52 val loss is 2.312, scene 3, click auc is 0.692, like auc is 0.692, follow auc is 0.710, 5s auc is 0.693, 10s auc is 0.704, 18s auc is 0.720
Epoch 52 val loss is 2.312, scene 4, click auc is 0.671, like auc is 0.681, follow auc is 0.752, 5s auc is 0.665, 10s auc is 0.677, 18s auc is 0.677
Epoch 53 train loss is 2.308, total scene, click auc is 0.758, like auc is 0.743, follow auc is 0.784, 5s auc is 0.764, 10s auc is 0.764, 18s auc is 0.775
Epoch 53 val loss is 2.363, total scene, click auc is 0.742, like auc is 0.719, follow auc is 0.756, 5s auc is 0.748, 10s auc is 0.746, 18s auc is 0.756
Epoch 53 val loss is 2.308, scene 1, click auc is 0.608, like auc is 0.607, follow auc is 0.610, 5s auc is 0.624, 10s auc is 0.642, 18s auc is 0.666
Epoch 53 val loss is 2.308, scene 2, click auc is 0.686, like auc is 0.698, follow auc is 0.732, 5s auc is 0.676, 10s auc is 0.692, 18s auc is 0.713
Epoch 53 val loss is 2.308, scene 3, click auc is 0.693, like auc is 0.693, follow auc is 0.711, 5s auc is 0.695, 10s auc is 0.705, 18s auc is 0.720
Epoch 53 val loss is 2.308, scene 4, click auc is 0.672, like auc is 0.682, follow auc is 0.770, 5s auc is 0.667, 10s auc is 0.678, 18s auc is 0.678
Epoch 54 train loss is 2.304, total scene, click auc is 0.760, like auc is 0.745, follow auc is 0.783, 5s auc is 0.765, 10s auc is 0.765, 18s auc is 0.776
Epoch 54 val loss is 2.360, total scene, click auc is 0.743, like auc is 0.720, follow auc is 0.754, 5s auc is 0.749, 10s auc is 0.747, 18s auc is 0.757
Epoch 54 val loss is 2.304, scene 1, click auc is 0.610, like auc is 0.612, follow auc is 0.615, 5s auc is 0.627, 10s auc is 0.642, 18s auc is 0.667
Epoch 54 val loss is 2.304, scene 2, click auc is 0.688, like auc is 0.700, follow auc is 0.732, 5s auc is 0.678, 10s auc is 0.693, 18s auc is 0.714
Epoch 54 val loss is 2.304, scene 3, click auc is 0.695, like auc is 0.697, follow auc is 0.708, 5s auc is 0.696, 10s auc is 0.707, 18s auc is 0.723
Epoch 54 val loss is 2.304, scene 4, click auc is 0.673, like auc is 0.682, follow auc is 0.763, 5s auc is 0.668, 10s auc is 0.679, 18s auc is 0.679
Epoch 55 train loss is 2.300, total scene, click auc is 0.761, like auc is 0.746, follow auc is 0.786, 5s auc is 0.766, 10s auc is 0.766, 18s auc is 0.777
Epoch 55 val loss is 2.357, total scene, click auc is 0.744, like auc is 0.722, follow auc is 0.755, 5s auc is 0.750, 10s auc is 0.748, 18s auc is 0.758
Epoch 55 val loss is 2.300, scene 1, click auc is 0.611, like auc is 0.611, follow auc is 0.571, 5s auc is 0.628, 10s auc is 0.644, 18s auc is 0.669
Epoch 55 val loss is 2.300, scene 2, click auc is 0.689, like auc is 0.701, follow auc is 0.733, 5s auc is 0.679, 10s auc is 0.694, 18s auc is 0.715
Epoch 55 val loss is 2.300, scene 3, click auc is 0.697, like auc is 0.699, follow auc is 0.709, 5s auc is 0.698, 10s auc is 0.708, 18s auc is 0.723
Epoch 55 val loss is 2.300, scene 4, click auc is 0.675, like auc is 0.683, follow auc is 0.756, 5s auc is 0.670, 10s auc is 0.681, 18s auc is 0.681
Epoch 56 train loss is 2.296, total scene, click auc is 0.762, like auc is 0.748, follow auc is 0.784, 5s auc is 0.768, 10s auc is 0.767, 18s auc is 0.778
Epoch 56 val loss is 2.356, total scene, click auc is 0.745, like auc is 0.724, follow auc is 0.753, 5s auc is 0.751, 10s auc is 0.749, 18s auc is 0.759
Epoch 56 val loss is 2.296, scene 1, click auc is 0.613, like auc is 0.612, follow auc is 0.549, 5s auc is 0.630, 10s auc is 0.646, 18s auc is 0.671
Epoch 56 val loss is 2.296, scene 2, click auc is 0.690, like auc is 0.704, follow auc is 0.729, 5s auc is 0.680, 10s auc is 0.695, 18s auc is 0.716
Epoch 56 val loss is 2.296, scene 3, click auc is 0.697, like auc is 0.702, follow auc is 0.708, 5s auc is 0.699, 10s auc is 0.710, 18s auc is 0.725
Epoch 56 val loss is 2.296, scene 4, click auc is 0.677, like auc is 0.683, follow auc is 0.766, 5s auc is 0.672, 10s auc is 0.682, 18s auc is 0.682
Epoch 57 train loss is 2.292, total scene, click auc is 0.763, like auc is 0.749, follow auc is 0.783, 5s auc is 0.769, 10s auc is 0.768, 18s auc is 0.779
Epoch 57 val loss is 2.354, total scene, click auc is 0.745, like auc is 0.724, follow auc is 0.753, 5s auc is 0.752, 10s auc is 0.750, 18s auc is 0.760
Epoch 57 val loss is 2.292, scene 1, click auc is 0.614, like auc is 0.615, follow auc is 0.609, 5s auc is 0.631, 10s auc is 0.648, 18s auc is 0.671
Epoch 57 val loss is 2.292, scene 2, click auc is 0.691, like auc is 0.704, follow auc is 0.730, 5s auc is 0.681, 10s auc is 0.696, 18s auc is 0.717
Epoch 57 val loss is 2.292, scene 3, click auc is 0.699, like auc is 0.703, follow auc is 0.714, 5s auc is 0.701, 10s auc is 0.710, 18s auc is 0.725
Epoch 57 val loss is 2.292, scene 4, click auc is 0.677, like auc is 0.683, follow auc is 0.761, 5s auc is 0.672, 10s auc is 0.684, 18s auc is 0.684
Epoch 58 train loss is 2.289, total scene, click auc is 0.764, like auc is 0.750, follow auc is 0.788, 5s auc is 0.770, 10s auc is 0.769, 18s auc is 0.780
Epoch 58 val loss is 2.350, total scene, click auc is 0.747, like auc is 0.725, follow auc is 0.752, 5s auc is 0.753, 10s auc is 0.751, 18s auc is 0.761
Epoch 58 val loss is 2.289, scene 1, click auc is 0.616, like auc is 0.618, follow auc is 0.577, 5s auc is 0.633, 10s auc is 0.650, 18s auc is 0.674
Epoch 58 val loss is 2.289, scene 2, click auc is 0.693, like auc is 0.706, follow auc is 0.730, 5s auc is 0.682, 10s auc is 0.698, 18s auc is 0.718
Epoch 58 val loss is 2.289, scene 3, click auc is 0.700, like auc is 0.705, follow auc is 0.715, 5s auc is 0.701, 10s auc is 0.712, 18s auc is 0.726
Epoch 58 val loss is 2.289, scene 4, click auc is 0.679, like auc is 0.681, follow auc is 0.749, 5s auc is 0.673, 10s auc is 0.685, 18s auc is 0.685
Epoch 59 train loss is 2.285, total scene, click auc is 0.765, like auc is 0.752, follow auc is 0.787, 5s auc is 0.771, 10s auc is 0.770, 18s auc is 0.781
Epoch 59 val loss is 2.348, total scene, click auc is 0.747, like auc is 0.728, follow auc is 0.755, 5s auc is 0.754, 10s auc is 0.752, 18s auc is 0.761
Epoch 59 val loss is 2.285, scene 1, click auc is 0.617, like auc is 0.616, follow auc is 0.555, 5s auc is 0.635, 10s auc is 0.651, 18s auc is 0.674
Epoch 59 val loss is 2.285, scene 2, click auc is 0.693, like auc is 0.708, follow auc is 0.734, 5s auc is 0.684, 10s auc is 0.698, 18s auc is 0.719
Epoch 59 val loss is 2.285, scene 3, click auc is 0.701, like auc is 0.705, follow auc is 0.710, 5s auc is 0.702, 10s auc is 0.712, 18s auc is 0.727
Epoch 59 val loss is 2.285, scene 4, click auc is 0.680, like auc is 0.686, follow auc is 0.732, 5s auc is 0.675, 10s auc is 0.686, 18s auc is 0.686
Epoch 60 train loss is 2.282, total scene, click auc is 0.766, like auc is 0.753, follow auc is 0.788, 5s auc is 0.772, 10s auc is 0.771, 18s auc is 0.782
Epoch 60 val loss is 2.346, total scene, click auc is 0.748, like auc is 0.728, follow auc is 0.754, 5s auc is 0.755, 10s auc is 0.752, 18s auc is 0.762
Epoch 60 val loss is 2.282, scene 1, click auc is 0.618, like auc is 0.623, follow auc is 0.567, 5s auc is 0.636, 10s auc is 0.652, 18s auc is 0.676
Epoch 60 val loss is 2.282, scene 2, click auc is 0.694, like auc is 0.708, follow auc is 0.733, 5s auc is 0.685, 10s auc is 0.700, 18s auc is 0.720
Epoch 60 val loss is 2.282, scene 3, click auc is 0.702, like auc is 0.706, follow auc is 0.711, 5s auc is 0.703, 10s auc is 0.714, 18s auc is 0.729
Epoch 60 val loss is 2.282, scene 4, click auc is 0.682, like auc is 0.687, follow auc is 0.744, 5s auc is 0.676, 10s auc is 0.687, 18s auc is 0.687
Epoch 61 train loss is 2.278, total scene, click auc is 0.767, like auc is 0.754, follow auc is 0.788, 5s auc is 0.773, 10s auc is 0.772, 18s auc is 0.783
Epoch 61 val loss is 2.345, total scene, click auc is 0.749, like auc is 0.729, follow auc is 0.755, 5s auc is 0.755, 10s auc is 0.753, 18s auc is 0.763
Epoch 61 val loss is 2.278, scene 1, click auc is 0.619, like auc is 0.624, follow auc is 0.639, 5s auc is 0.637, 10s auc is 0.653, 18s auc is 0.676
Epoch 61 val loss is 2.278, scene 2, click auc is 0.696, like auc is 0.710, follow auc is 0.734, 5s auc is 0.685, 10s auc is 0.700, 18s auc is 0.721
Epoch 61 val loss is 2.278, scene 3, click auc is 0.702, like auc is 0.708, follow auc is 0.713, 5s auc is 0.705, 10s auc is 0.715, 18s auc is 0.729
Epoch 61 val loss is 2.278, scene 4, click auc is 0.683, like auc is 0.690, follow auc is 0.771, 5s auc is 0.677, 10s auc is 0.689, 18s auc is 0.689
Epoch 62 train loss is 2.275, total scene, click auc is 0.768, like auc is 0.756, follow auc is 0.791, 5s auc is 0.774, 10s auc is 0.773, 18s auc is 0.784
Epoch 62 val loss is 2.341, total scene, click auc is 0.750, like auc is 0.731, follow auc is 0.756, 5s auc is 0.756, 10s auc is 0.754, 18s auc is 0.763
Epoch 62 val loss is 2.275, scene 1, click auc is 0.621, like auc is 0.626, follow auc is 0.628, 5s auc is 0.640, 10s auc is 0.656, 18s auc is 0.678
Epoch 62 val loss is 2.275, scene 2, click auc is 0.697, like auc is 0.713, follow auc is 0.736, 5s auc is 0.687, 10s auc is 0.701, 18s auc is 0.722
Epoch 62 val loss is 2.275, scene 3, click auc is 0.704, like auc is 0.705, follow auc is 0.713, 5s auc is 0.705, 10s auc is 0.716, 18s auc is 0.730
Epoch 62 val loss is 2.275, scene 4, click auc is 0.684, like auc is 0.690, follow auc is 0.751, 5s auc is 0.679, 10s auc is 0.690, 18s auc is 0.690
Epoch 63 train loss is 2.272, total scene, click auc is 0.769, like auc is 0.757, follow auc is 0.793, 5s auc is 0.775, 10s auc is 0.774, 18s auc is 0.785
Epoch 63 val loss is 2.340, total scene, click auc is 0.750, like auc is 0.732, follow auc is 0.758, 5s auc is 0.757, 10s auc is 0.755, 18s auc is 0.764
Epoch 63 val loss is 2.272, scene 1, click auc is 0.623, like auc is 0.628, follow auc is 0.582, 5s auc is 0.640, 10s auc is 0.657, 18s auc is 0.679
Epoch 63 val loss is 2.272, scene 2, click auc is 0.697, like auc is 0.713, follow auc is 0.739, 5s auc is 0.687, 10s auc is 0.702, 18s auc is 0.723
Epoch 63 val loss is 2.272, scene 3, click auc is 0.705, like auc is 0.710, follow auc is 0.708, 5s auc is 0.707, 10s auc is 0.717, 18s auc is 0.732
Epoch 63 val loss is 2.272, scene 4, click auc is 0.685, like auc is 0.690, follow auc is 0.743, 5s auc is 0.679, 10s auc is 0.691, 18s auc is 0.691
Epoch 64 train loss is 2.269, total scene, click auc is 0.770, like auc is 0.759, follow auc is 0.792, 5s auc is 0.776, 10s auc is 0.775, 18s auc is 0.786
Epoch 64 val loss is 2.335, total scene, click auc is 0.751, like auc is 0.732, follow auc is 0.758, 5s auc is 0.757, 10s auc is 0.755, 18s auc is 0.765
Epoch 64 val loss is 2.269, scene 1, click auc is 0.623, like auc is 0.633, follow auc is 0.589, 5s auc is 0.641, 10s auc is 0.658, 18s auc is 0.678
Epoch 64 val loss is 2.269, scene 2, click auc is 0.698, like auc is 0.714, follow auc is 0.737, 5s auc is 0.688, 10s auc is 0.703, 18s auc is 0.724
Epoch 64 val loss is 2.269, scene 3, click auc is 0.706, like auc is 0.708, follow auc is 0.716, 5s auc is 0.708, 10s auc is 0.718, 18s auc is 0.733
Epoch 64 val loss is 2.269, scene 4, click auc is 0.686, like auc is 0.692, follow auc is 0.752, 5s auc is 0.680, 10s auc is 0.692, 18s auc is 0.692
Epoch 65 train loss is 2.265, total scene, click auc is 0.771, like auc is 0.760, follow auc is 0.792, 5s auc is 0.776, 10s auc is 0.776, 18s auc is 0.787
Epoch 65 val loss is 2.335, total scene, click auc is 0.752, like auc is 0.734, follow auc is 0.760, 5s auc is 0.758, 10s auc is 0.756, 18s auc is 0.765
Epoch 65 val loss is 2.265, scene 1, click auc is 0.624, like auc is 0.632, follow auc is 0.592, 5s auc is 0.643, 10s auc is 0.658, 18s auc is 0.682
Epoch 65 val loss is 2.265, scene 2, click auc is 0.699, like auc is 0.715, follow auc is 0.739, 5s auc is 0.689, 10s auc is 0.704, 18s auc is 0.724
Epoch 65 val loss is 2.265, scene 3, click auc is 0.707, like auc is 0.714, follow auc is 0.718, 5s auc is 0.709, 10s auc is 0.719, 18s auc is 0.733
Epoch 65 val loss is 2.265, scene 4, click auc is 0.687, like auc is 0.692, follow auc is 0.764, 5s auc is 0.681, 10s auc is 0.693, 18s auc is 0.693
Epoch 66 train loss is 2.262, total scene, click auc is 0.772, like auc is 0.761, follow auc is 0.793, 5s auc is 0.777, 10s auc is 0.777, 18s auc is 0.788
Epoch 66 val loss is 2.333, total scene, click auc is 0.752, like auc is 0.735, follow auc is 0.759, 5s auc is 0.759, 10s auc is 0.756, 18s auc is 0.766
Epoch 66 val loss is 2.262, scene 1, click auc is 0.627, like auc is 0.633, follow auc is 0.641, 5s auc is 0.644, 10s auc is 0.660, 18s auc is 0.681
Epoch 66 val loss is 2.262, scene 2, click auc is 0.700, like auc is 0.717, follow auc is 0.737, 5s auc is 0.690, 10s auc is 0.705, 18s auc is 0.725
Epoch 66 val loss is 2.262, scene 3, click auc is 0.707, like auc is 0.713, follow auc is 0.720, 5s auc is 0.710, 10s auc is 0.720, 18s auc is 0.734
Epoch 66 val loss is 2.262, scene 4, click auc is 0.688, like auc is 0.694, follow auc is 0.753, 5s auc is 0.683, 10s auc is 0.694, 18s auc is 0.694
Epoch 67 train loss is 2.259, total scene, click auc is 0.773, like auc is 0.762, follow auc is 0.793, 5s auc is 0.778, 10s auc is 0.777, 18s auc is 0.788
Epoch 67 val loss is 2.331, total scene, click auc is 0.753, like auc is 0.737, follow auc is 0.760, 5s auc is 0.759, 10s auc is 0.757, 18s auc is 0.767
Epoch 67 val loss is 2.259, scene 1, click auc is 0.627, like auc is 0.631, follow auc is 0.591, 5s auc is 0.645, 10s auc is 0.662, 18s auc is 0.683
Epoch 67 val loss is 2.259, scene 2, click auc is 0.701, like auc is 0.719, follow auc is 0.739, 5s auc is 0.691, 10s auc is 0.705, 18s auc is 0.726
Epoch 67 val loss is 2.259, scene 3, click auc is 0.708, like auc is 0.716, follow auc is 0.712, 5s auc is 0.711, 10s auc is 0.720, 18s auc is 0.734
Epoch 67 val loss is 2.259, scene 4, click auc is 0.689, like auc is 0.695, follow auc is 0.744, 5s auc is 0.683, 10s auc is 0.695, 18s auc is 0.695
Epoch 68 train loss is 2.256, total scene, click auc is 0.774, like auc is 0.763, follow auc is 0.795, 5s auc is 0.779, 10s auc is 0.778, 18s auc is 0.789
Epoch 68 val loss is 2.330, total scene, click auc is 0.754, like auc is 0.738, follow auc is 0.761, 5s auc is 0.760, 10s auc is 0.758, 18s auc is 0.767
Epoch 68 val loss is 2.256, scene 1, click auc is 0.629, like auc is 0.633, follow auc is 0.609, 5s auc is 0.646, 10s auc is 0.662, 18s auc is 0.683
Epoch 68 val loss is 2.256, scene 2, click auc is 0.702, like auc is 0.720, follow auc is 0.740, 5s auc is 0.692, 10s auc is 0.706, 18s auc is 0.727
Epoch 68 val loss is 2.256, scene 3, click auc is 0.709, like auc is 0.714, follow auc is 0.716, 5s auc is 0.711, 10s auc is 0.722, 18s auc is 0.735
Epoch 68 val loss is 2.256, scene 4, click auc is 0.691, like auc is 0.695, follow auc is 0.761, 5s auc is 0.685, 10s auc is 0.696, 18s auc is 0.696
Epoch 69 train loss is 2.253, total scene, click auc is 0.774, like auc is 0.765, follow auc is 0.796, 5s auc is 0.780, 10s auc is 0.779, 18s auc is 0.790
Epoch 69 val loss is 2.327, total scene, click auc is 0.754, like auc is 0.738, follow auc is 0.762, 5s auc is 0.761, 10s auc is 0.758, 18s auc is 0.768
Epoch 69 val loss is 2.253, scene 1, click auc is 0.629, like auc is 0.636, follow auc is 0.642, 5s auc is 0.647, 10s auc is 0.663, 18s auc is 0.685
Epoch 69 val loss is 2.253, scene 2, click auc is 0.702, like auc is 0.721, follow auc is 0.741, 5s auc is 0.693, 10s auc is 0.707, 18s auc is 0.727
Epoch 69 val loss is 2.253, scene 3, click auc is 0.710, like auc is 0.715, follow auc is 0.716, 5s auc is 0.713, 10s auc is 0.723, 18s auc is 0.737
Epoch 69 val loss is 2.253, scene 4, click auc is 0.691, like auc is 0.697, follow auc is 0.748, 5s auc is 0.685, 10s auc is 0.697, 18s auc is 0.697
Epoch 70 train loss is 2.250, total scene, click auc is 0.775, like auc is 0.766, follow auc is 0.795, 5s auc is 0.780, 10s auc is 0.780, 18s auc is 0.791
Epoch 70 val loss is 2.327, total scene, click auc is 0.755, like auc is 0.739, follow auc is 0.758, 5s auc is 0.761, 10s auc is 0.759, 18s auc is 0.768
Epoch 70 val loss is 2.250, scene 1, click auc is 0.630, like auc is 0.636, follow auc is 0.616, 5s auc is 0.648, 10s auc is 0.664, 18s auc is 0.685
Epoch 70 val loss is 2.250, scene 2, click auc is 0.703, like auc is 0.722, follow auc is 0.737, 5s auc is 0.693, 10s auc is 0.708, 18s auc is 0.728
Epoch 70 val loss is 2.250, scene 3, click auc is 0.711, like auc is 0.718, follow auc is 0.717, 5s auc is 0.713, 10s auc is 0.723, 18s auc is 0.737
Epoch 70 val loss is 2.250, scene 4, click auc is 0.691, like auc is 0.697, follow auc is 0.757, 5s auc is 0.686, 10s auc is 0.698, 18s auc is 0.698
Epoch 71 train loss is 2.248, total scene, click auc is 0.776, like auc is 0.767, follow auc is 0.796, 5s auc is 0.781, 10s auc is 0.781, 18s auc is 0.791
Epoch 71 val loss is 2.325, total scene, click auc is 0.755, like auc is 0.741, follow auc is 0.759, 5s auc is 0.762, 10s auc is 0.759, 18s auc is 0.769
Epoch 71 val loss is 2.248, scene 1, click auc is 0.632, like auc is 0.638, follow auc is 0.617, 5s auc is 0.650, 10s auc is 0.665, 18s auc is 0.686
Epoch 71 val loss is 2.248, scene 2, click auc is 0.704, like auc is 0.724, follow auc is 0.737, 5s auc is 0.694, 10s auc is 0.708, 18s auc is 0.729
Epoch 71 val loss is 2.248, scene 3, click auc is 0.711, like auc is 0.720, follow auc is 0.718, 5s auc is 0.714, 10s auc is 0.724, 18s auc is 0.737
Epoch 71 val loss is 2.248, scene 4, click auc is 0.693, like auc is 0.698, follow auc is 0.772, 5s auc is 0.687, 10s auc is 0.698, 18s auc is 0.698
